計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2020/11/29,ミヤビックス PET製フィルム 強化ガラス同等の硬度 高硬度9H素材採用 ゲーム&ウオッチ スーパーマリオブラザーズ 用 日本製 反射防止液晶保護フィルム OverLay Plus 9H O9HLGWMARIO/12 販売: ビザビ ミヤビックス直営店 国内製造 最大10%オフ 商品についての質問は こちら,-1320,Amazon.co.jp,趣味・娯楽,映画・音楽・ゲーム,,0,Dyg5EwCSIeoZux7w0Y80pw
1,2020/11/30,振込 シマダ シヨウゴ,140000,三井住友銀行,未分類,未分類,,0,IL8zCa4N4_GpKi3Ph6vt0A
1,2020/12/03,読書と日本人 (岩波新書)[Kindle 版] 津野 海太郎 販売: 株式会社 岩波書店,-946,Amazon.co.jp,教養・教育,書籍,,0,QvW2micALbXFWmq4LxrNNw
1,2020/12/03,ポイント,59,Amazon.co.jp,未分類,未分類,,0,Bfhen25z8AmiJFZoiNEaow
1,2020/12/07,GameSir T4 proコントローラー Bluetooth · 2.4GHz · USB接続可能 6軸ジャイロセンサー 二重振動 バックライト機能 背面ボタン付き iOS/Android/PCに対応 (ホルダー付き) 販売: MasTechBox-JP,-3999,Amazon.co.jp,未分類,未分類,,0,xz_Xn5GLufdM-2JRxwc7oQ
1,2020/12/07,【任天堂ライセンス商品】グリップコントローラー for Nintendo Switch レッド【Nintendo Switch対応】 販売: アマゾンジャパン合同会社,-4773,Amazon.co.jp,未分類,未分類,,0,yiHyHZU819z8HNCwXjGbqg
1,2020/12/07,お尻フェチ写真集 僕はお尻を見つめていたい! 販売: アマゾンジャパン合同会社,-2420,Amazon.co.jp,未分類,未分類,,0,R-khkLAA65mexy2LWz4PNA
1,2020/12/15,メイキング・オブ・TENET テネット クリストファー・ノーランの制作現場 販売: アマゾンジャパン合同会社,-6600,Amazon.co.jp,現金・カード,ATM引き出し,,0,QzryCykQbbnsMtp0gtgpzg
1,2020/12/28,振込 シマダ シヨウゴ,140000,三井住友銀行,未分類,未分類,,0,HrRyzzByitpOHyi1_4dlTQ
1,2020/12/28,振込 シマダ シヨウゴ,1369401,三井住友銀行,未分類,未分類,,0,C6i65UxuzWepSouJ9Oin0Q
1,2021/01/05,BeatsX ワイヤレスイヤホン -Apple W1ヘッドフォンチップ、Class 1 Bluetooth、 マグネット式イヤーバッド、最長8時間の再生時間 - サテンシルバー 販売: アマゾンジャパン合同会社,-5240,Amazon.co.jp,通信費,その他通信費,,0,SXZlmRevELYRVg3KZejzfA
1,2021/01/13,Pen(ペン) 2020年4/1号[京都めぐり、アート探し。] 販売: アマゾンジャパン合同会社,-700,Amazon.co.jp,未分類,未分類,,0,1EufqsREIhpyYe4RTc_cBA
1,2021/01/14,Casa BRUTUS(カーサ ブルータス) 2020年 4月号 [2020年 京都の旅。] 販売: R&I-corporation,-1200,Amazon.co.jp,未分類,未分類,,0,B7YmubGM_Y_ktDqvgiRI6g
1,2021/01/14,配送料・手数料,-257,Amazon.co.jp,その他,雑費,,0,iGibLmCcPhsMIR-wFoKpxg
1,2021/01/15,iPhone SE/iPhone 8/ iPhone7 ケース 0.3mmの 最薄型 最軽量 memumi PP Case アイフォン8 保護カバー 指紋防止 手触り抜群 人気ケース·カバー (クリアブラック) 販売: memumi JAPAN,-1570,Amazon.co.jp,未分類,未分類,,0,pa4xit7ahCUg2iv_hKBYlw
1,2021/01/15,"Sinjimoru 無線充電対応 手帳型カードケース専用マウントで固定するカードホルダー SUICA クレジットカード など3枚のカード収納できる着脱可能スマホカードケース、 iphone android対応 スマホ 背面 パスケース。Sinji Mount Flap, ブラック 販売: Sinjimoru Co. Ltd",-1080,Amazon.co.jp,現金・カード,電子マネー,,0,-VEBrguqzIrHJlmJNCS7cg
1,2021/01/15,NIMASO ガラスフィルム iPhone SE 第2世代 用 iPhone8 / 7 適用 液晶 保護 フィルム ガイド枠 2枚セット 販売: NIMASO 工業,-1199,Amazon.co.jp,未分類,未分類,,0,SOLoii4W-HSpP0CxaMg7iA
1,2021/01/20,【BOXワイン】バルデモンテ 3L赤ワイン 1箱 販売: お酒の専門店リカマン,-1980,Amazon.co.jp,未分類,未分類,,0,Wvri8x7p4VXcvquXUt2pdA
1,2021/01/20,キャンピングムーン(CAMPING MOON) ポータブル ガスランタン ミニガスランタン MINI GAS LANTEM マントル2枚付き CB缶へのアダプター付き(OD缶CB缶兼用) 延長ホースホルダーポール付き 圧電点火装置付き 収納BOX付き (T4/Z11/Z12セット品) 販売: camping moon 商品についての質問は こちら,-3580,Amazon.co.jp,水道・光熱費,ガス・灯油代,,0,elWE6KyJLRBV3esGsIAWCQ
1,2021/01/20,Amazonポイント,312,Amazon.co.jp,未分類,未分類,,0,8DU2AA85s_KV2SYPuFygQg
1,2021/01/24,iPad 2017/2018 防水ケース ipad 9.7 ケース IP68防水規格 完全密封防水 アイパッド防水カバー 防雪 防塵 防水 耐震 耐衝撃 衝撃吸収 全面保護 指紋認識機能 充電可能 ケース クリア 薄型軽量 スタンド機能 ストラップ付き アウトドア お風呂 プール A1893 A1954 A1822 A1823適用 黒 販売: AIBILI-JP,-3480,Amazon.co.jp,未分類,未分類,,0,OMWPtNQNGr-9u5QSyvjD9w
1,2021/01/24,Roost Outdoors OD缶 ガス缶カバー(ダブルステッチタイプ) ガス缶 OD缶 カバー レザー 本革 250サイズ ケース 茶紐 販売: Roost LLC.,-2690,Amazon.co.jp,水道・光熱費,ガス・灯油代,,0,DOFBWtna6XjXu5WmU4GDlg
1,2021/01/27,Anker PowerCore Fusion 10000 (9700mAh 20W PD モバイルバッテリー搭載USB充電器) 【コンセント一体型 / 折りたたみ式プラグ / USB Power Delivery対応 / PSE認証済 】 iPhone 12 iPad Air(第4世代) Android その他 各種機器対応 販売: AnkerDirect,-4790,Amazon.co.jp,その他,事業経費,,0,78L3D5vj_QrB12_cNUAVHg
1,2021/01/29,振込 シマダ シヨウゴ,140000,三井住友銀行,未分類,未分類,,0,iA81kTTEipXSGznB-0zhyQ
1,2021/02/04,アーキス 省スペース メカニカル キーボード Maestro2S 英語US配列 キー数 : 98 キートップ引き抜き工具 付属 スイッチ : CHERRY 赤軸 AS-KBM98/LRGBWP 販売: アマゾンジャパン合同会社,-13754,Amazon.co.jp,未分類,未分類,,0,BMPcj17FvnjIsRXPvHTMjA
1,2021/02/07,"MMTT ウッドパームレスト 木製リストレスト キーボード用 (Mサイズ 幅360mm, ウォールナット無垢材) 販売: Karasuma Store 迅速・丁寧な対応を心がけます",-3580,Amazon.co.jp,未分類,未分類,,0,exuJEJYqg85RkzUF-aRt4Q
1,2021/02/18,パソコン振込 シマダ シヨウゴ,-1500000,三井住友銀行,未分類,未分類,,0,R_LA3YiZdt5N3RnZaufOVQ
1,2021/02/18,振込手数料,-440,三井住友銀行,その他,雑費,,0,W2C9akPZ9pr6qzyOZcY__Q
1,2021/02/22,普通預金利息,10,三井住友銀行,収入,その他入金,,0,yzVlK382jwEf_bP66x8xOg
1,2021/02/24,コンフォートローチェア プラス 販売: ONWAY,-19800,Amazon.co.jp,未分類,未分類,,0,nX5KLKcq8odrmtdfVRs63Q
1,2021/02/24,充電ケーブル USB-C & ライトニング ケーブルType C ライトニングとAndroidコネクタ付き WOQUYEE 【Power Delivery 対応/急 販売: WOQUYEEメーカー直営店,-1460,Amazon.co.jp,未分類,未分類,,0,YeCg5eqdjUdIoWv-bnoGpw
1,2021/02/26,振込 シマダ シヨウゴ,140000,三井住友銀行,未分類,未分類,,0,KdUo477LmE7pCasu4WTaRg
1,2021/03/03,Salcar 2.5インチ【7mm専用】Type-C HDD/SSD ケース USB3.1 Gen1 USB-C接続 SATAI/II/III対応 UASP対応 2TB対応 Windows/Mac 薄型軽量 工具不要 簡単着脱 アルミ 高放熱性 【1年保証】 販売: セキ株式会社,-1580,Amazon.co.jp,未分類,未分類,,0,yOO4ivaLrrILO6C9kemVfg
1,2021/03/12,日本ミラコン産業 クロスの補修 クロス型取りなおし3点セット M-503 販売: アマゾンジャパン合同会社,-638,Amazon.co.jp,未分類,未分類,,0,aUTgi4-VWn1izDGWM90JEw
1,2021/03/12,ハウスボックス 穴うめ職人 クロス用 3本セット 9g 販売: アマゾンジャパン合同会社,-507,Amazon.co.jp,未分類,未分類,,0,l0kAzaHFsHNv4quCsTZlpg
1,2021/03/12,Amazonギフト券・Amazonショッピングカードの金額,871,Amazon.co.jp,未分類,未分類,,0,mkZsqEOtqxh162IgDashvQ
1,2021/03/12,Amazonポイント,274,Amazon.co.jp,未分類,未分類,,0,_jMPBTV6a_40bZeCWVX58g
1,2021/03/13,NIMASO ガラスフィルム iPhone SE 第2世代 用 iPhone8 / 7 適用 液晶 保護 フィルム ガイド枠 2枚セット 販売: NIMASO 工業,-1199,Amazon.co.jp,未分類,未分類,,0,O_CxqGD2fY71tPYI9mQvbw
1,2021/03/13,Amazonギフト券・Amazonショッピングカードの金額,1199,Amazon.co.jp,未分類,未分類,,0,tcxjhjQLzt1_0S602tfAAg
1,2021/03/22,DiCUNO E26→E17口金変換アダプタ 電球ソケット 4個入 (899円 * 2点) 販売: DiCUNO JP Direct 商品についての質問は こちら,-1798,Amazon.co.jp,未分類,未分類,,0,s8fyQGMNVbNwo4xZcRX-iA
1,2021/03/22,チェアマット フロアマット 140*90cm ずれない 厚さ4mm フローリング 椅子 床 デスク 保護マット 傷防止 滑り止め 丸洗い可能 カット可能 静音吸音 足元マット 全8色(ダークグレー) 販売: SZHTFX(メーカー直営店),-2699,Amazon.co.jp,未分類,未分類,,0,TPYlXpw8Pkg5LBzyD3KNZg
1,2021/03/23,山崎実業 ダンボール収納 ダンボール&紙袋ストッカー フレーム ブラック 3302 販売: マスト!,-3240,Amazon.co.jp,未分類,未分類,,0,fhsNsyap3vcLYtzzOzILDA
1,2021/03/25,アズワン サイフォンポンプ(カラフルポンプ) BL-2 ブラック 販売: アマゾンジャパン合同会社,-296,Amazon.co.jp,未分類,未分類,,0,HRuxDPU4CGuAFDC67Ksr0A
1,2021/03/25,自転車 ライト 大容量5200mAh USB充電式 LEDヘッドライト「3in1機能搭載」 自転車ヘッドライト 高輝度IPX5防水 防振 アルミ合金製 PSE認証済 懐中電灯兼用 停電対応 地震対策 登山 夜釣り 日本語説明書付き [ブラック] 販売: Zechuang,-2080,Amazon.co.jp,未分類,未分類,,0,VNtkVNrDipbvJrvqAb7qxg
1,2021/03/25,スリッパ 使い捨て 高級 綿麻 軽量 滑り止め 防菌防臭 持ち運び簡単 ホテル用 来客用 旅行用 業務用 洗濯可 男女兼用 お得な5足セット (厚底) 販売: TTACTTC,-1499,Amazon.co.jp,趣味・娯楽,旅行,,0,x7vPpnsOzkWMx_DWn5g7Gw
1,2021/03/26,水切りラック 折りたたみ 水切り [Latuna] くるくるスッキリラック 抗菌 コンパクト 錆びない シリコン シンク 省スペース 食器 プレート ワイド 乾燥 (52x33cm) 販売: Latuna メーカー直営店 〜1年保証〜 商品についての質問は こちら,-1999,Amazon.co.jp,未分類,未分類,,0,CHZxaQ3Vx5vHFhoXttpyNA
1,2021/03/26,【Amazon.co.jp限定】 アイリスオーヤマ フライパン 鍋 セット フライパンセット ガス火 IH対応 6点 ダイヤモンドコート ダイヤモンドコートパン シルバー 取っ手のとれる 軽量 こびりつかずにお手入れ簡単 H-IS-SE6 販売: アマゾンジャパン合同会社,-4980,Amazon.co.jp,水道・光熱費,ガス・灯油代,,0,O_rK4GSnCfCNunlYjjdUNQ
1,2021/03/28,[Amazon限定ブランド] #like アサヒ おいしい水 天然水 ラベルレスボトル 2L×9本 販売: アマゾンジャパン合同会社,-1198,Amazon.co.jp,食費,食料品,,0,nWU5DzhnF6SXko4r3ZK7Ew
1,2021/03/29,スペイン産生ハム Campodulce ミニセラーノ ブロック 800g(15ヶ月熟成)【専用固定式ホルダー、ナイフセット】 販売: グルメプラザ,-5900,Amazon.co.jp,未分類,未分類,,0,INxRYwvyQkS2MjEu4gZgTQ
1,2021/03/31,振込 シマダ シヨウゴ,170000,三井住友銀行,未分類,未分類,,0,d5meMfuO84iwGWp-08JXrA
1,2021/04/01,振込 トウキヨウカイジヨウニチドウ オオサカ,1210,三井住友銀行,未分類,未分類,,0,mdLW-DEsqkRh5e3twNadmg
1,2021/04/05,ウォルド(Wald) WALD 137 バスケット BK ブラック 販売: GORO BIKE,-6390,Amazon.co.jp,未分類,未分類,,0,mNdJ8vKwP9Zyb9qZRgk8mQ
1,2021/04/05,Amazonポイント,188,Amazon.co.jp,未分類,未分類,,0,0OHokNtJyTc_udGjUTvqbQ
1,2021/04/05,サントリー シングルモルト ウイスキー 白州 [日本 700ml ] 販売: お酒市場 JOYLAB,-9000,Amazon.co.jp,未分類,未分類,,0,nGVA78u_e_fCMS1RMTOTQA
1,2021/04/06,【Amazon.co.jp 限定】TITIROBA つっぱり棚 突っ張り棚 キッチン 強力 おしゃれ つっぱり棒 棚 収納 伸縮棚 ワイド 奥行40cm 幅55~80cm 販売: アマゾンジャパン合同会社,-2298,Amazon.co.jp,衣服・美容,衣服,,0,7qshBlO9db7vWcSKkUneHw
1,2021/04/12,NIMASO ガラスフィルム iPhone SE 第2世代 用 iPhone8 / 7 適用 液晶 保護 フィルム ガイド枠 2枚セット 販売: NIMASO 工業,-1199,Amazon.co.jp,未分類,未分類,,0,PH7seK88g14A4RmgmeXA4g
1,2021/04/12,割引,100,Amazon.co.jp,未分類,未分類,,0,gHriB-rc7t-s2w7HCnq0qA
1,2021/04/13,[Amazon限定ブランド] #like アサヒ おいしい水 天然水 ラベルレスボトル 2L×9本 販売: アマゾンジャパン合同会社,-1198,Amazon.co.jp,食費,食料品,,0,MnccRM8YEBCZ2Dlb385Y2w
1,2021/04/18,ワトコオイル ナチュラル W-01 200ML 販売: アマゾンジャパン合同会社,-1673,Amazon.co.jp,未分類,未分類,,0,NKgGN8UuhF8vmw8v6eQSrg
1,2021/04/23,モニターアーム ガススプリング式 17~32インチ対応 耐荷重2-9kg グロメット式&クランプ式 VESA100*100 (ブラック) 販売: wangyi-jp,-4699,Amazon.co.jp,水道・光熱費,ガス・灯油代,,0,bUJ5aoD_Sx4dLfT1qxnb3w
1,2021/04/23,SanDisk 64GB Extreme PRO UHS-I SDXC 170MB/s SDSDXXY-064G サンディスク 海外パッケージ品 (1998円 * 2点) 販売: jnhショップ,-3996,Amazon.co.jp,未分類,未分類,,0,1U6KQ7I7J-YlffNmWBhz3w
1,2021/04/23,Switch ドック 【最新システム対応確認】四階段調整スタンド 放熱 TV出力 切り替え 直接にTV出力 小型 アダプター ドック替換 Switch ミニドック 充電スタンド 【HDMI変換/TVモード/テーブルモード】 切り替え Type-C USBポート 最新システム対応 放熱対策 小型 アダプター ジョイコン/プロコン接続 ブラック Switch スイッチ 販売: yobwin,-3149,Amazon.co.jp,未分類,未分類,,0,6fm1CPvm_aisQZYxhfrcpg
1,2021/04/23,ottostyle.jp 木製 ルーターボックス 【ナチュラル】 電源タップ 収納ボックス 配線 コンセント 2段 ケーブル 販売: 【安心の日本企業、全品1年保証】グッズアベニュー,-4180,Amazon.co.jp,未分類,未分類,,0,8qQm7vBRC31MxXtrcgpO1A
1,2021/04/24,サンディスク microSD 64GB UHS-I Class10 Nintendo Switch メーカー動作確認済 SanDisk Ultra SDSQUA4-064G-EPK エコパッケージ 販売: アマゾンジャパン合同会社,-1185,Amazon.co.jp,未分類,未分類,,0,gERagm31Kkzb0jtElanzNQ
1,2021/05/01,K&F Concept® マウントアダプター xマウント C-FX Cマウントレンズ- FUJIFILM FXカメラ装着用レンズアダプター マウント変換アダプター 販売: K&F Concept メーカー直営店,-2370,Amazon.co.jp,未分類,未分類,,0,vfZitVkjFdhcM_Ek6URJKg
1,2021/05/01,GIZMON Wtulens L 極薄 ミラーレスカメラ用 17mm超広角レンズ (富士フイルムXマウント) (5170円 * 2点) 販売: ギズモショップ,-10340,Amazon.co.jp,未分類,未分類,,0,L5G6ULzOCk_SEdmRw4qWPQ
1,2021/05/08,"【国内正規品】銘匠光学 TTArtisan 35mm f/1.4 C (富士フイルムX, ブラック) 「2年保証付」 販売: 焦点工房",-8910,Amazon.co.jp,未分類,未分類,,0,KmEf72CprB37FuJhbORnnQ
1,2021/05/09,K&F Concept レンズマウントアダプター KF-42X (M42マウントレンズ → 富士フィルムXマウント変換) 販売: アマゾンジャパン合同会社,-2122,Amazon.co.jp,未分類,未分類,,0,FhAf-QwifnhFHf-Ygy_3Hg
1,2021/05/15,GIYO 自転車 空気入れ 携帯ポンプ 仏式/英式/米式バルブ対応 大型ゲージ付き 120psi 携帯用 軽量 ミニフロアポンプ ロードバイク/クロスバイク/ママチャリ/MTB用(GM-642) 販売: CXWXC,-1690,Amazon.co.jp,未分類,未分類,,0,yiolpfwEuXSt-8klHwodBg
1,2021/05/15,エレコム マウス 有線 Mサイズ 3ボタン CAD向け ホイールレス 左右対称 600/1200カウント2段階調整 ブラック M-CAD01UBBK 販売: アマゾンジャパン合同会社,-1236,Amazon.co.jp,日用品,日用品,,0,nvXjOkF5kghxlXUJFBCk5Q
1,2021/05/19,NEWYI スクエアシェイプレンズフードシェード ミラーレスレンズ&DVカムコーダー&ビデオカメラ用 販売: CEARI Studio Photo,-1680,Amazon.co.jp,食費,食料品,,0,Rr8uG0KQtuqmfK9JegdFHw
1,2021/05/19,FUJIFILM レンズキャップ FLCP-39 II 販売: アマゾンジャパン合同会社,-546,Amazon.co.jp,未分類,未分類,,0,N5_cQ0GI7jyp9OE0e6zFNQ
1,2021/05/22,平安伸銅工業 LABRICO DIY収納パーツ 2×4アジャスター ブロンズ DXB-1 (1110円 * 2点) 販売: アマゾンジャパン合同会社,-2220,Amazon.co.jp,未分類,未分類,,0,vomjG5zMp_rX13m9Ri6NQQ
1,2021/05/25,振込 シマダ シヨウゴ,210000,三井住友銀行,未分類,未分類,,0,caJrALijfmX_uSAAjO2gkQ
1,2021/05/29,パナソニック ファーストボディトリマー お風呂使用可 電池式 男性用 イエロー ER-GK20-Y 販売: アマゾンジャパン合同会社,-3718,Amazon.co.jp,未分類,未分類,,0,3eUqO30kxpGPYXeqg1AHAQ
1,2021/06/04,49ミリメートル センター ピンチ スナップ フロントキャップ コード付き キヤノン ニコン ソニー レンズ canon nikon sony Lens 販売: MYLIFE store,-279,Amazon.co.jp,未分類,未分類,,0,MUYbrpwC-2wRrVF6HnfqaA
1,2021/06/04,スノーピーク(snow peak) マット&ピロー TM-094R 販売: アマゾンジャパン合同会社,-3718,Amazon.co.jp,未分類,未分類,,0,XeOr4COXtHTkxH2TpnYDsQ
1,2021/06/07,The memory of memories (KCデラックス (665)) 販売: 古田商店【迅速配送致します】 商品についての質問は こちら,-1240,Amazon.co.jp,未分類,未分類,,0,XRLW6zcvoalDJkXdmfix8g
1,2021/06/07,配送料・手数料,-257,Amazon.co.jp,その他,雑費,,0,1RHrlfWo89-uWcOvyEhxFw
1,2021/06/19,石野白味噌 特醸500g 販売: 東海ストア,-840,Amazon.co.jp,未分類,未分類,,0,DZLBtDtv87bh2w0dNCWtrA
1,2021/06/25,振込 シマダ シヨウゴ,120000,三井住友銀行,未分類,未分類,,0,U80HPfLBL8bWEsyR2DyJiA
1,2021/06/26,UGREEN 切替器 3.0 高速転送 USB 切り替え PC2台用 プリンタ マウス キーボード ハブなどを切替 手動切替器 プリンタ 切り替え機 USBケーブル×2 1.5m (附属品) (パソコン2:USB機器4) 販売: HONG KONG UGREEN LIMITED 商品についての質問は こちら,-3199,Amazon.co.jp,趣味・娯楽,映画・音楽・ゲーム,,0,lnwj9zv6dX-H4q0tU0EBOA
1,2021/06/26,Amazonベーシック DisplayPort to DisplayPortケーブル 3.0m 販売: アマゾンジャパン合同会社,-1210,Amazon.co.jp,未分類,未分類,,0,duXgZHTtVCKdIRR6hks1VQ
1,2021/06/26,割引,1324,Amazon.co.jp,未分類,未分類,,0,tpyu_B0Or2jOC9jX7vw2Ig
1,2021/06/28,共同照明 変換プラグ4個付き 配線ダクトレール 1.5m ライティング ダクトレール 黒 GT-DJ-1.5GDB-ZB ライティングバー ダクトレール用プラグ4個入り 引掛シーリング レール 天井照明 簡易取付 レールライト用 レール照明 販売: 共同照明LED専門店,-5999,Amazon.co.jp,未分類,未分類,,0,1VLBAYTy3a5rA-1cmaHzXA
